Landgard;Hermann P򧥠Straࠥ 15;09120 Chemnitz;Deutschland;73597;;x;AF;LEH Spezifikationen und GRASP nur nach Absprache;"IFS Cash and Carry
COID: 3256";27.11.2017;x;29.10.2018;;;;;;x;30.09.2016;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LC Fruit;Via Fontana Nuova 29;37032 Monteforte D`Alpone;Italien;77777;;x;SL;kein GRASP;;;;;;;4059883057621;COC;12.04.2018;x;13.04.2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Leocidas Heritage;Rua Marco das Lactiras 64;4640451 Baiao ;Portugal;;;x;RGT;;;;;;;;4052852899284;1;29.06.2018;x;31.05.2017;GRASP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LG Export;Sarmiento 2895;1625 Escobar-BS.AS;Argentinien;77759;;x;RGT;"kein GRASP
LEH Spezifikationen fehlen";;;;;;;"4050373591427
4056186855060
4050373653330";"1
1
1";"17.10.2017
07.11.2017
17.02.2018";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Llombart;Industriehof 4;77933 Lahr;Deutschland;77776;;x;BB;LEH Spezifikationen auf Anfrage;"IFS Broker
COID: 28276";14.05.2018;x;14.07.2018;;;verschiedene Erzeuger (siehe V:\4_Qualit嵳management\010 Zertifikate\Zertifikate - Erzeuger);;;x;31.01.2018;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MAB Quality GmbH & Co.KG;Hugo-Port-Str. 21;44141 Dortmund;Deutschland;78890;x;x;MS;;;;x;14.03.2018;;;4049929028746;3;14.04.2018;;;FIAS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Macalea GmbH;Oberhafenstr. 1;20097 Hamburg;Deutschland;78891;;x;MS;LEH Spezifikationen auf Anfrage;"IFS Broker
COID:29039";09.10.2018;;;;;verschiedene Erzeuger, GGN auf Anfrage;;;;;;Fairtrade;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Manuel Sousa Torres Agro;R. da Prosela 70;4445-573 Ermesinde;Portugal;79853;;x;MT;LEH Spezifikationen fehlen;;;;;;;4052852265096;1;24.03.2018;;;GRASP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Marco Miguel Costa Gomes;Rua Costa Gomes, No 45 4 DT FR Real;4700-262 Braga;Portugal;74796;;x;RGT;GRASP in Bearbeitung;;;;;;;4056186679451;1;06.07.2018;;;GRASP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Marifrancis S.L.;Avda. de America, 13;21810 Palos de la Frontera;Spanien;78460;x;x;RGT;;;;;;;;4050373099862;1;23.03.2018;;;GRASP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Maurer Parat;Ludwigshafener Str. 1;67125 Dannstadt-Schauernheim;Deutschland;78442;;x;BB;keine REWE Eigenmarken;;;;;;;4049928164223;1;07.12.2017;;;FIAS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Maxime;L𴺯wstraࠥ 30;45141 Essen;Deutschland;78439;;gesperrt;MS;;;;;;;;verschiedene Erzeuger, GGN auf Anfrage;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Meridian Fruits (Fresh Kampo);km 0,5 carr Periban-Los Reyes;MX-CP60440 Periban de Ramos, Michoa;Mexiko;78889;;x;RGT;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Milkowski (Milbor);Falbogi Wielkie 18;09-142 Za?uski;Polen;78533;x;x;MT;aktuell noch kein Sozialmodul;;;;;;;"4052852955485
4052852269469";1;"08.09.2017
23.07.2017";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Minikiwi Farm Ida (ehemals: Sofia Antonieta Martins Campos da Silva Machado);Senhora da Basta, nڠ301;4770-307 landim ֠Vila Nova de Famalic䯻Portugal;78441;;x;RGT;;;;;;;;4059883157888;1;24.07.2018;;;GRASP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Mirtiflor;Avenida da Boavista 10;4730-110 Vilaverde;Portugal;;;x;RGT;GRASP ab Juni 2017;;;;;;;4056186281746;1;aktuell keine sichtbare Zertifizierung in Datenbank;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Morning Splash;Avenida de Franca 168;4760104 Vila Nova de Famalicao;Portugal;78449;;x;RGT;;;;;;;;verschiedene Erzeuger (siehe V:\4_Qualit嵳management\010 Zertifikate\Zertifikate - Erzeuger);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M𮣨 Peter;Max Planck Straࠥ 2;53501 Grafschaft Gelsdorf;Deutschland;78893;;x;YM;;;;x;18.03.2018;x;18.03.2018;4056186679468;3;18.03.2018;;;FIAS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M𮣨 Theo;Burgstraࠥ 2;53501 Grafschaft Gelsdorf;Deutschland;78482;;x;AF;;;;x;08.11.2017;x;08.11.2017;4049929484931;3;08.11.2017;;;FIAS;Regionalfenster;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Natures Pride;Honderdland 611;2676LV MAASDIJK;Niederlande;79121;;x;MS;;"IFS Broker
COID: 44570";06.09.2018;;;;;;;;x;31.12.2018;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;"IFS Logistics
COID: 44570";06.09.2018;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
New Deal;RUA DAS UAS LIVRES, 20;2605-197 Belas;Portugal;79131;;x;MT;GRASP beantragt;;;;;;;4052852911412;1;18.11.2017;;;GRASP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Nice Blue;Las Vertientes Parcela 7;Linares;Chile;79130;x;x;RGT/LC;kein GRASP;;;;;;;verschiedene Erzeuger (siehe V:\4_Qualit嵳management\010 Zertifikate\Zertifikate - Erzeuger);;;;;;Primus GFS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Norte Blue;Intependencia 284;523370 Chile;Chile;79132;;x;RGT;kein GRASP;;;;;;;verschiedene Erzeuger (siehe V:\4_Qualit嵳management\010 Zertifikate\Zertifikate - Erzeuger);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Oberlender;Steckerhof;41836 H𣫥lhoven;Deutschland;79845;;x;AF;;;;x;21.04.2018;x;21.04.2018;4049928626554;3;21.04.2018;;;FIAS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Obst und Gem𳥶ertrieb S𤢡den;Niederrotweil 80;79235 Vogtsburg-Oberrotweil;Deutschland;79825;;x;AF;;"IFS Cash and Carry
COID: 1858";22.05.2018;x;18.05.2018;;;GGN auf Etikett oder auf Anfrage;;;;;alle Lieferanten FIAS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Obsthof Froitzheim;Kompstr. 18;52388 N򲶥nich-Pingsheim;Deutschland;73616;x;x;MS;nur an REWE;;;x;26.05.2018;x;26.05.2018;4050373119027;3;26.05.2018;;;FIAS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Oers United;Handelsweg 170;2988 DC Ridderkerk;Niederlande;79838;;gesperrt;AF;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Oestmann, J𲧥n;S𤫡mpen 27;29664 Walsrode;Deutschland;79841;;x;AF;;;;;;;;4049928627001;1;20.07.2018;;;GRASP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
OGM Mittelbaden EG;Konrad-Adenauer-Str. 16;77704 Oberkirch;Deutschland;81905;;x;AF;LEH Spezifikationen auf Anfrage;"IFS Food
COID: 3457";08.01.2018;x;29.10.2017;;;verschiedene Erzeuger (siehe V:\4_Qualit嵳management\010 Zertifikate\Zertifikate - Erzeuger);;;;;FIAS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
OGV GmbH Evershagen;Theodor-K򲮥r-Str. 22;18106 Rostock;Deutschland;79847;x;x;AF;LEH Spezifikationen fehlen --> angefragt;x;??;x;18.06.2017;;;4049929285163;1;11.07.2018;;;GRASP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
OGV Nordbaden;Industriestraࠥ;76646 Bruchsal;Deutschland;79834;;x;AF;Einschr寫ungen bez𧬩ch Sozialzertifikat, LEH Spezifikationen, Kosten𢥲nahme;"IFS Wholesale
COID: 48432";04.06.2018;x;29.04.2018;;;verschiedene Erzeuger (siehe V:\4_Qualit嵳management\010 Zertifikate\Zertifikate - Erzeuger);;;x;31.12.2017;;"GQ Hessen
Regionalfenster BW, Hessen, NRW siehe Anlage";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Onubafruit S.L.;Calle Lentisco s/n;E-21001 Huelva;Spanien;92117;x;x;RGT;REWE Eigenmarken nicht erf𬬴 da kein QS;"Cobella IFS Food
COID: 40190";14.01.2018;;;;;COBELLA 4049929976795;2;23.06.2018;;;GRASP;BRC,  ISO 9001;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;"Cartayfres IFS Food
COID: 45424";22.06.2018;;;;;C. D. HUELVA 4049928415806;2;09.05.2018;;;GRASP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;CARTAYFRES 4049928638816;2;12.06.2018;;;GRASP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Oriental Trade;9 dr Hassan Mahmoud St. ;Kairo;ŧypten;79842;x;x;AF;LEH Spezifikationen fehlen;;;;;;;4050373901783;1;07.11.2017;;;;SEDEX;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Palmagri;277-279, bd Zerktouni;20060 Casablanca;Marokko;80597;;x;BB;GRASP erst am Dezember 2016;;;;;;;"4056186419545 (Paprika)
4056186487353 (Erdbeeren)";"1
1";"07.01.2018
07.01.2018";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PAM - Producao Distribucao Horticola Litoral;Parque Industrial Laundos, Lote 36;4570-311 Povoa de Varzim;Portugal;80538;;x;RGT;;;;;;;;4056186263872;1;27.09.2018;;;GRASP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;4052852265140;1;24.03.2018;;;GRASP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Papenburg Gartenbauzentrale;Schulze-Delitzsch-Str. 10;26871 Papenburg;Deutschland;74797;;eigene;MS;;"IFS Broker
COID: 2079";16.04.2018;x;03.06.2019;;;4049928435187;2;12.11.2017;x;28.02.2018;;ISO 9001;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Parcelamaravilha;Rua do Moinho 3;4760-728 Ribeirao;Portugal;80557;;x;MT;GRASP in Bearbeitung;;;;;;;4059883068375;1;18.09.2018;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Patagonia Food;Apoquindo Piso 12;4499 Las Condes;Chile;79855;;x;RGT;kein GRASP;;;;;;;4049928428493;1;22.11.2017;;;;BRC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Peter u. Michael Schumacher;Frenzenstr. 122;50374 Erftstadt-Konradsheim;Deutschland;82676;;x;AF;;;;x;20.12.2017;x;20.12.2017;4049929709409;3;20.12.2017;;;GRASP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PGG - Perspectivas Globais de Gest䯻Cais S. Ropque 130;3700-256 Aveiro;Portugal;80558;;x;RGT;"kein GRASP
keine REWE Eigenmarken";;;;;;;4056186363183;1;30.11.2017;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Plus Berries;Fuentes nڠ56;21440 Lepe (Huelva);Spanien;77742;;x;RGT;;;;;;;;4049929029422;2;18.02.2018;;;GRASP;BRC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Port International European;Lippeltstr. 1;20097 Hamburg;Deutschland;80586;x;x;AF;;"IFS Broker
COID: 35157";08.05.2018;x;30.03.2018;;;;;;;;;Fairtrade;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Randerath, Leo;Ferdinand Porsche Straࠥ 7;52525 Heinsberg;Deutschland;81956;;x;AF;"GRASP ab 2017
KEIN QS";"IFS Cash und Carry
COID: 3238";06.12.2017;;;;;verschiedene Erzeuger (siehe V:\4_Qualit嵳management\010 Zertifikate\Zertifikate - Erzeuger);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Red and Blueberries;Longitudinal Sur km 179;Teno-Curico;Chile;81968;x;x;RGT/LC;kein GRASP;;;;;;;verschiedene Erzeuger (siehe V:\4_Qualit嵳management\010 Zertifikate\Zertifikate - Erzeuger);;;;;;GMP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Red Fields;PQ IND. Vendas Novas, Rua 2 Armz.17;7080-341 Vendas Novas;Portugal;81916;;x;RGT;kein GRASP;;;;;;;4052852904834;1;29.06.2018;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;4052852819633;1;10.07.2018;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Renata Luks;ul. 10-go Lutego 18/1;84-100 Puck;Polen;77753;;x;MT;"kein GRASP
nicht an ALDI ";;;;;;;4049928202109;1;02.08.2018;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Riel Fruchthandel;Hauptstraࠥ 371;77694 Kehl;Deutschland;81960;;x;AF;GRASP ab Ende 2016;"IFS Broker
COID: 30115";08.12.2017;;;;;;;;x;31.01.2017;GRASP ab Ende 2016;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
R򨲫asten Henning;H򦥮 17;31600 Uchte;Deutschland;70725;;x;AF;GRASP ab 25.05.2016;;;x;"QS-ID 
4953113160015";;;4049928400833;1;25.06.2018;;;GRASP ab Juni;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Roveg;Nijverheidsweg 20;NL-2742RG Waddinxveen;Niederlande;81961;x;x;AF;LEH Spezifikationen und Sozialmodul auf Anfrage!;"IFS Food
COID: 26354";21.03.2018;;;;;;;;x;31.12.2016;;BRC, AEO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rui Pedro;Travessa da Aguela273;4455-024 Lavra;Portugal;81971;;x;MT;"LEH Spezifikationen fehlen
kein GRASP!";;;;;;;4056186633194;1;10.07.2018;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
R𰫥 GbR;Dorfringstr. 5;27336 H嶳lingen;Deutschland;81190;;x;AF;;;;x;19.06.2018;x;19.06.2018;4049929024694;3;19.06.2018;;;FIAS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
S&A Deutschland GmbH;Floࠨafenstr. 210;41460 Neuss;Deutschland;79849;;x;YM;;"IFS Food
COID: 52872";aktuell nicht zertifiziert;;;;;4052852968423;1;aktuell keine sichtbare Zertifizierung in Datenbank;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sadpol;Broniszew 4;05-610 Goszczyn;Polen;82664;;x;MT;kein GRASP;;;;;;;4050373567859;1;05.12.2017;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Said Nome Aguilera;Chacabuco 512 Oficina 4;3237722-k, Linares;Chile;70058;;x;RGT;kein GRASP;;;;;;;4049929270916;1;08.12.2017;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
San Lucar;Zeppelinstraࠥ 6;76275 Ettlingen;Deutschland;84664;;x;AF;;"IFS Broker
COID: 40316";21.07.2018;;;;;;;;;;;ISO, SA 8000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
San Roque;Hijuela el Almendro;Rejao;Chile;72863;;x;RGT;;;;;;;;4049929244283;1;19.04.2018;;;GRASP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sant Orsola;Via Lagorai, n.131, Zivignago;38057 Pergine Valsugana Italia;Italien;79840;x;x;RGT;GRASP in Bearbeitung;;;;;;;8016364000039;2;06.09.2018;x;17.01.2017;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Santa Maria de la R⣩da/Freson de Palos;Camino de la Cocola, s/n.;E-21810 Palos de la Frontera;Spanien;71580;x;x;CD;;"IFS Food
COID: 39832";25.04.2018;;;;;4049929046122;2;29.03.2018;;;GRASP;ISO 14001;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SB Berries;Av del Condor N 550;Huechuraba Santiago;Chile;84023;;x;RGT;kein GRASP;;;;;;;verschiedene Erzeuger (siehe V:\4_Qualit嵳management\010 Zertifikate\Zertifikate - Erzeuger);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Schliephake, Raimund;Altenwahlingen 60;29693 B򨭥;Deutschland;82671;x;x;AF;;;;x;23.07.2018;x;23.07.2018;4049929486317;3;23.07.2018;;;FIAS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Schmuck, Ruth  & Nico;Rodewalderstr. 18;29690 Gilten/Nienhagen;Deutschland;82692;;x;YM;;;;x;09.06.2018;x;09.06.2018;4049929715615;3;09.06.2018;;;FIAS;Regionalfenster;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SH Quality;M𮳴erstraࠥ 43;49219 M𮳴er;Deutschland;82623;;x;MS;;;;x;14.04.2018;x;14.04.2018;4049929028746;3;14.04.2018;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Shine Chile;Liucura Parcela 64 Reumen sin Numer;5230000 Valdivia, Paillaco;Chile;82626;;x;RGT;kein GRASP;;;;;;;4050373987237;1;02.11.2017;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sino Pol Group;Feliksa Nowowiejskiego 33;64-500 Szamotuly;Polen;;;x;YM;;;;;;;;"4052852924207
4049929047334";"2
1";"23.07.2018
10.07.2018";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Slomp;Via Paganella 79;38015 Lavis (TN);Italien;82688;;x;AF;;;;;;;;4056186726292;1;10.07.2018;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Schmitt, Frank;Werthofener Straࠥ 34;53501 Grafschaft Oeverich;Deutschland;82643;;x;AF;;;;x;16.02.2018;x;16.02.2018;4049929252448;3;16.02.2018;;;FIAS;Regionalfenster;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SFI Rotterdam BV;Marconistraat 31 (harbour nr. 26);NL-3029 AG Rotterdam;Niederlande;82619;x;x;AF;ݢernehmen keine Garantie f𲠌EH Spezifikationen;"IFS Broker
COID: 28248";01.03.2018;;;;;;;;;;;HACCP, AEO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Smits Uien;Elbe 33;2491 Den Haag;Niederlande;92692;;x;MS;;"IFS Food
COID: 10304";28.03.2018;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SOFF d.o.o.;Brjink bb;BIH-75246 Celic;Bosnien-Herzegowina;84017;x;x;MT;LEH Spezifikationen;;;;;;;4052852208314;2;GRASP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Softberry;Monte da Neta;7500-016 VILA NOVA DE SANTO ANDRɻPortugal;82628;;x;RGT;"kein GRASP
LEH Spezifikationen fehlen";;;;;;;4056186305053;1;12.07.2018;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
So Farm So Good;Urbanizacao Monte Carreira 405;4805285 Ponte Gmr;Portugal;83835;;x;MT;;;;;;;;4056186713513;1;11.07.2018 (nicht f𲠈eidelbeeren);;;GRASP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Source Internacional;Keizersdijk 28;3291 CE Strijen;Niederlande;72146;;x;AF;;"IFS Broker
COID: 35806";04.05.2018;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
